ges_spec_names,TEFF,LOGG,FEH,LI1
gir_16123724-5421523_H665.0.fit,6528.0,4.35,0.22,2.03
gir_16123899-5421554_H665.0.fit,6318.0,4.13,-0.07,2.75
gir_16123901-5416199_H665.0.fit,6586.0,4.01,0.13,2.34
gir_16124012-5416267_H665.0.fit,5932.0,4.52,0.38,2.38
gir_16124043-5415278_H665.0.fit,6518.0,4.16,0.13,3.38
gir_16124071-5414025_H665.0.fit,6453.0,4.18,0.21,2.67
gir_16124129-5417198_H665.0.fit,6208.0,4.49,0.22,2.88
gir_16124184-5418227_H665.0.fit,6110.0,3.92,-0.16,2.59
gir_16124469-5422554_H665.0.fit,5670.0,4.12,-0.7,2.02
gir_16124500-5412153_H665.0.fit,6023.0,4.42,0.18,2.79
gir_16124624-5408049_H665.0.fit,6004.0,4.28,0.28,2.85
gir_16124638-5409428_H665.0.fit,5685.0,4.28,-0.31,2.16
gir_16124681-5414220_H665.0.fit,6161.0,4.23,-0.07,2.25
gir_16124837-5413288_H665.0.fit,6272.0,4.27,0.42,2.89
gir_16124911-5410506_H665.0.fit,6563.0,4.14,0.08,2.38
gir_16124921-5410345_H665.0.fit,5831.0,4.22,0.21,2.2
gir_16125004-5415376_H665.0.fit,6097.0,4.37,0.26,2.74
gir_16125125-5408446_H665.0.fit,6028.0,4.34,0.27,2.82
gir_16125224-5413035_H665.0.fit,6234.0,4.28,0.3,2.65
gir_16125235-5413384_H665.0.fit,6731.0,4.25,0.09,3.37
gir_16125299-5411586_H665.0.fit,6034.0,4.26,0.22,2.07
gir_16125358-5412527_H665.0.fit,6218.0,4.32,0.28,2.67
gir_16125359-5407329_H665.0.fit,6319.0,4.26,0.18,2.08
gir_16125390-5406395_H665.0.fit,6631.0,4.32,0.15,3.11
gir_16125497-5423579_H665.0.fit,6046.0,4.24,-0.15,2.68
gir_16125547-5409553_H665.0.fit,6439.0,4.19,0.23,2.34
gir_16125598-5422425_H665.0.fit,6187.0,4.09,-0.13,3.05
gir_16125983-5409419_H665.0.fit,6133.0,4.17,0.35,2.75
gir_16130507-5410027_H665.0.fit,6759.0,4.23,0.14,3.3
gir_16130507-5424183_H665.0.fit,6650.0,4.15,0.13,2.48
gir_16130744-5409531_H665.0.fit,6280.0,4.16,0.25,1.85
gir_16130782-5417430_H665.0.fit,5961.0,4.41,0.42,2.47
gir_16130907-5424138_H665.0.fit,6676.0,4.15,0.05,3.34
gir_16131453-5415058_H665.0.fit,6315.0,4.18,0.16,2.99
gir_16131677-5421075_H665.0.fit,6377.0,4.14,0.12,2.41
gir_16131812-5416035_H665.0.fit,6104.0,4.42,0.25,2.97
gir_16131929-5410381_H665.0.fit,6797.0,4.18,0.11,3.41
gir_16132003-5414227_H665.0.fit,5501.0,4.34,0.42,1.45
gir_16132013-5422108_H665.0.fit,6347.0,4.17,0.07,2.54
gir_16132133-5404400_H665.0.fit,6363.0,3.95,0.01,2.21
gir_16132312-5406557_H665.0.fit,6319.0,4.15,0.15,3.07
gir_16132325-5424091_H665.0.fit,6685.0,4.2,0.18,2.69
gir_16132332-5423255_H665.0.fit,6122.0,4.54,0.28,3.1
gir_16132440-5415354_H665.0.fit,5967.0,4.22,-0.35,2.73
gir_16132567-5422218_H665.0.fit,6342.0,4.2,0.0,2.43
gir_16132853-5414535_H665.0.fit,6168.0,4.13,0.2,2.82
gir_16132938-5410505_H665.0.fit,5687.0,4.26,-0.11,2.02
gir_16132940-5424547_H665.0.fit,6321.0,4.17,0.17,2.85
gir_16133086-5408563_H665.0.fit,6557.0,4.12,0.2,2.06
gir_16133204-5408471_H665.0.fit,6661.0,4.22,0.07,3.11
gir_16133209-5414361_H665.0.fit,5671.0,4.06,0.01,1.38
gir_16133310-5420102_H665.0.fit,5841.0,4.51,0.31,2.09
gir_16133323-5406421_H665.0.fit,6008.0,4.45,0.23,2.58
gir_16133347-5420522_H665.0.fit,6619.0,4.18,-0.02,2.37
gir_16133399-5417227_H665.0.fit,6623.0,4.17,0.23,3.21
gir_16133479-5411082_H665.0.fit,5944.0,4.56,0.28,2.04
gir_16133608-5418483_H665.0.fit,6728.0,4.22,0.09,2.26
gir_16133638-5410351_H665.0.fit,5653.0,4.39,0.19,3.26
gir_16133907-5405050_H665.0.fit,6217.0,4.09,0.11,2.69
gir_16133996-5409138_H665.0.fit,6322.0,4.09,0.04,2.64
gir_16134222-5417190_H665.0.fit,5910.0,4.44,0.1,2.3
gir_16134290-5413206_H665.0.fit,6041.0,4.15,0.3,2.13
gir_16134327-5408568_H665.0.fit,6004.0,4.44,0.25,2.62
gir_16134539-5404014_H665.0.fit,6157.0,4.11,-0.26,2.53
gir_16134543-5409219_H665.0.fit,5817.0,4.23,-0.7,2.08
gir_16134643-5409086_H665.0.fit,6171.0,4.26,0.08,2.76
gir_16134821-5414199_H665.0.fit,5808.0,3.89,-0.22,2.19
gir_16134894-5417246_H665.0.fit,6322.0,4.22,0.12,2.66
gir_16135065-5407225_H665.0.fit,6261.0,4.28,0.15,3.35
gir_16135241-5410291_H665.0.fit,5931.0,4.32,0.03,2.55
gir_16135333-5406283_H665.0.fit,6184.0,4.07,0.07,3.35
gir_16135875-5412552_H665.0.fit,6321.0,4.16,0.05,2.44
gir_16140079-5421485_H665.0.fit,6703.0,4.32,0.07,3.27
gir_16140310-5412389_H665.0.fit,6684.0,4.24,0.05,3.23
gir_16140327-5417405_H665.0.fit,5839.0,4.48,0.36,1.94
gir_16140650-5407250_H665.0.fit,6595.0,4.15,0.14,2.73
gir_16140765-5405316_H665.0.fit,5936.0,4.65,0.19,2.43
gir_16140885-5406278_H665.0.fit,6307.0,4.06,0.25,1.8
gir_16141072-5406505_H665.0.fit,6673.0,4.17,0.17,3.01
gir_16141771-5419591_H665.0.fit,6019.0,4.24,0.1,2.58
gir_16141864-5417338_H665.0.fit,6568.0,4.16,0.38,2.38
gir_16142357-5419103_H665.0.fit,6673.0,4.22,0.11,2.02
gir_16142538-5406109_H665.0.fit,6223.0,3.98,-0.21,2.62
gar_16583465-5246184_H665.0.fit,5025.0,3.35,0.07,0.82
gar_16583494-5238281_H665.0.fit,5872.0,4.31,0.2,2.59
gar_16583525-5238160_H665.0.fit,5165.0,4.47,-0.43,1.04
gar_16583612-5249026_H665.0.fit,5829.0,4.31,-0.04,1.77
gar_16583796-5235510_H665.0.fit,5692.0,4.22,0.35,1.24
gar_16583806-5245575_H665.0.fit,5734.0,4.3,0.28,1.71
gar_16584093-5240134_H665.0.fit,5497.0,4.72,-0.17,1.27
gar_16584120-5242374_H665.0.fit,5071.0,3.5,-0.46,1.22
gar_16584128-5242178_H665.0.fit,5629.0,3.97,0.27,1.89
gar_16584266-5244063_H665.0.fit,5387.0,4.29,-0.36,1.58
gar_16584281-5238115_H665.0.fit,5997.0,4.47,0.23,2.7
gar_16584370-5245057_H665.0.fit,5483.0,4.49,0.29,1.27
gar_16584457-5237501_H665.0.fit,5621.0,4.09,0.41,1.72
gar_16584603-5237541_H665.0.fit,5536.0,4.16,-0.38,1.48
gar_16584609-5236030_H665.0.fit,5980.0,4.37,0.24,1.95
gar_16584610-5247478_H665.0.fit,5833.0,4.38,0.3,2.43
gar_16584682-5241287_H665.0.fit,5762.0,4.38,0.12,2.07
gar_16584719-5243163_H665.0.fit,5706.0,4.13,0.24,1.72
gar_16584721-5236045_H665.0.fit,5824.0,4.14,0.13,2.5
gar_16584806-5245223_H665.0.fit,5628.0,4.38,0.23,1.52
gar_16584862-5246246_H665.0.fit,5932.0,4.25,0.34,1.64
gar_16584868-5238217_H665.0.fit,5786.0,4.29,-0.36,2.27
gar_16584897-5242145_H665.0.fit,5624.0,4.33,0.29,1.63
gar_16584970-5245364_H665.0.fit,5836.0,4.16,0.22,2.22
gar_16585089-5237421_H665.0.fit,5232.0,3.59,-0.33,1.14
gar_16585109-5240459_H665.0.fit,4989.0,3.15,0.29,0.47
gar_16585166-5235387_H665.0.fit,6076.0,4.4,0.34,2.0
gar_16585177-5243282_H665.0.fit,5629.0,4.39,0.3,1.71
gar_16585229-5241405_H665.0.fit,6136.0,4.32,0.3,1.54
gar_16585327-5239196_H665.0.fit,5524.0,4.04,-0.48,1.59
gar_16585357-5243505_H665.0.fit,5487.0,4.14,0.14,1.35
gar_16585380-5244189_H665.0.fit,5262.0,4.54,0.26,0.99
gar_16585401-5243387_H665.0.fit,5552.0,4.43,0.25,1.54
gar_16585404-5246573_H665.0.fit,5530.0,4.29,0.26,1.78
gar_16585457-5247328_H665.0.fit,5878.0,4.19,0.23,2.41
gar_16585529-5241266_H665.0.fit,5776.0,4.25,0.19,2.36
gar_16585548-5243243_H665.0.fit,5460.0,3.68,0.06,1.66
gar_16585568-5238402_H665.0.fit,5889.0,4.46,0.33,1.35
gar_16585651-5240280_H665.0.fit,5468.0,4.55,0.2,1.39
gar_16585721-5238374_H665.0.fit,5669.0,4.39,0.34,1.49
gar_16585757-5244153_H665.0.fit,5293.0,4.4,-0.39,1.49
gar_16585848-5246137_H665.0.fit,5763.0,3.74,0.33,1.29
gar_16585858-5241286_H665.0.fit,5814.0,4.31,0.32,1.32
gar_16590073-5240075_H665.0.fit,4807.0,3.37,0.28,0.68
gar_16590156-5239391_H665.0.fit,5625.0,4.43,0.32,1.3
gar_16590223-5242311_H665.0.fit,5276.0,4.52,0.26,1.15
gar_16590270-5239498_H665.0.fit,5464.0,4.67,0.33,1.21
gar_16590358-5237524_H665.0.fit,5711.0,4.46,0.3,1.18
gar_16590361-5243496_H665.0.fit,5260.0,3.65,0.27,0.79
gar_16590429-5238286_H665.0.fit,5550.0,4.05,-0.44,1.88
gar_16590507-5248154_H665.0.fit,5979.0,4.17,0.34,1.46
gar_16590508-5244556_H665.0.fit,5124.0,4.03,-0.2,0.85
gar_16590595-5245195_H665.0.fit,5648.0,4.4,0.25,1.41
gar_16590656-5246173_H665.0.fit,5544.0,4.23,0.07,1.26
gar_16590689-5242252_H665.0.fit,6101.0,4.32,0.08,1.88
gar_16590692-5237295_H665.0.fit,5959.0,4.38,0.33,2.42
gar_16590705-5242451_H665.0.fit,5998.0,4.41,0.34,2.55
gar_16590726-5246053_H665.0.fit,5928.0,4.3,0.31,2.03
gar_16590793-5238146_H665.0.fit,5229.0,4.35,0.23,1.04
gar_16590820-5244035_H665.0.fit,5393.0,4.46,0.28,1.45
gar_16590835-5246171_H665.0.fit,5684.0,4.4,0.37,1.43
gar_16590850-5246444_H665.0.fit,4713.0,2.73,0.3,0.06
gar_16590874-5235295_H665.0.fit,5570.0,3.9,-0.04,2.18
gar_16590908-5243159_H665.0.fit,5491.0,3.77,-0.08,1.19
gar_16590921-5236104_H665.0.fit,5484.0,4.06,-0.38,1.53
gar_16590939-5243291_H665.0.fit,5412.0,4.55,0.22,1.13
gar_16590960-5243388_H665.0.fit,5900.0,4.35,0.32,2.03
gar_16590989-5245420_H665.0.fit,5368.0,4.63,0.31,1.1
gar_16591013-5237209_H665.0.fit,5652.0,3.62,0.07,1.62
gar_16591029-5240196_H665.0.fit,5729.0,4.31,0.23,1.41
gar_16591093-5240061_H665.0.fit,4968.0,3.38,-0.47,1.06
gar_16591100-5245586_H665.0.fit,5758.0,4.21,0.29,1.4
gar_16591141-5240447_H665.0.fit,5691.0,4.18,0.11,1.28
gar_16591174-5238065_H665.0.fit,5593.0,4.25,0.32,1.61
gar_16591215-5245028_H665.0.fit,5399.0,3.87,-0.16,1.34
gar_16591229-5242433_H665.0.fit,5450.0,3.55,-0.92,1.86
gar_16591252-5240576_H665.0.fit,5538.0,4.3,0.24,1.09
gar_16591314-5244092_H665.0.fit,5840.0,4.19,0.4,1.87
gar_16591358-5245257_H665.0.fit,5410.0,4.39,0.16,1.33
gar_16591368-5242500_H665.0.fit,5048.0,3.14,0.25,0.43
gar_16591496-5236071_H665.0.fit,5611.0,4.46,0.28,1.48
gar_16591655-5241345_H665.0.fit,5730.0,4.26,0.03,1.62
gar_16591741-5240286_H665.0.fit,5716.0,4.03,0.2,1.25
gar_16591802-5235261_H665.0.fit,5713.0,4.56,0.19,2.1
gar_16591853-5237487_H665.0.fit,5566.0,4.34,0.02,1.53
gar_16591940-5239071_H665.0.fit,5492.0,4.51,0.35,1.61
gar_16591943-5238067_H665.0.fit,5355.0,4.39,0.3,1.11
gar_16592142-5235365_H665.0.fit,5776.0,4.0,-0.33,1.81
gar_16592150-5240306_H665.0.fit,5721.0,3.98,0.29,1.74
gar_16592151-5246568_H665.0.fit,5403.0,4.48,-0.32,1.37
gar_16592338-5248024_H665.0.fit,5335.0,4.53,0.25,1.15
gar_16592370-5245184_H665.0.fit,5304.0,4.51,0.29,1.1
gar_16592406-5239245_H665.0.fit,5482.0,4.22,0.25,1.26
gar_16592425-5238364_H665.0.fit,5903.0,4.0,0.35,1.96
gar_16592506-5243115_H665.0.fit,5435.0,4.21,0.23,1.41
gar_16592661-5241106_H665.0.fit,5537.0,3.78,-0.05,1.41
gir_17000648-4439254_H665.0.fit,5939.0,4.7,0.26,2.17
gir_17000718-4438328_H665.0.fit,5958.0,4.27,0.23,2.75
gir_17001168-4443047_H665.0.fit,6196.0,4.26,-0.09,2.64
gir_17001210-4440398_H665.0.fit,5258.0,3.71,0.23,1.62
gir_17001232-4445435_H665.0.fit,6253.0,4.19,0.16,1.89
gir_17001297-4438465_H665.0.fit,6406.0,4.15,-0.02,2.26
gir_17001507-4436199_H665.0.fit,6222.0,4.06,0.19,2.38
gir_17001615-4440471_H665.0.fit,6090.0,4.36,0.41,2.89
gir_17001649-4444187_H665.0.fit,5945.0,4.42,0.26,2.48
gir_17001867-4438023_H665.0.fit,5058.0,3.44,0.02,1.13
gir_17002113-4446265_H665.0.fit,5984.0,4.2,0.32,2.13
gir_17002391-4437579_H665.0.fit,6354.0,4.18,0.01,3.19
gir_17002505-4443355_H665.0.fit,5567.0,4.63,0.31,1.33
gir_17002652-4437246_H665.0.fit,6564.0,4.14,0.13,3.4
gir_17002729-4434378_H665.0.fit,5723.0,4.21,-0.11,1.89
gir_17002797-4441528_H665.0.fit,6487.0,4.12,0.11,2.27
gir_17002941-4444020_H665.0.fit,5592.0,3.84,0.2,1.72
gir_17002984-4446335_H665.0.fit,5975.0,4.28,0.19,2.69
gir_17003380-4439135_H665.0.fit,5010.0,3.06,0.2,1.38
gir_17003454-4437036_H665.0.fit,5888.0,4.22,-0.11,2.41
gir_17003456-4444112_H665.0.fit,5562.0,4.35,0.25,1.47
gir_17003508-4440518_H665.0.fit,6152.0,4.07,0.29,2.05
gir_17003657-4437429_H665.0.fit,6305.0,3.96,-0.28,2.24
gir_17003861-4441487_H665.0.fit,5977.0,4.5,0.37,2.83
gir_17003870-4440293_H665.0.fit,5750.0,4.47,0.3,1.73
gir_17004200-4438551_H665.0.fit,6017.0,4.24,-0.25,2.24
gir_17004200-4441574_H665.0.fit,6024.0,4.32,0.2,1.9
gir_17004220-4444096_H665.0.fit,5485.0,4.13,0.28,1.46
gir_17004254-4436321_H665.0.fit,6110.0,4.13,0.22,1.97
gir_17004257-4440356_H665.0.fit,5341.0,3.84,0.15,1.83
gir_17004282-4442286_H665.0.fit,4520.0,4.7,0.15,0.04
gir_17004379-4438297_H665.0.fit,4796.0,4.68,0.34,0.54
gir_17004380-4437147_H665.0.fit,6405.0,4.24,0.25,3.49
gir_17004448-4436247_H665.0.fit,6572.0,4.3,0.22,3.03
gir_17004513-4442059_H665.0.fit,6563.0,4.19,0.15,2.36
gir_17004595-4437523_H665.0.fit,6027.0,4.31,0.2,2.47
gir_17004694-4445521_H665.0.fit,6656.0,4.34,0.18,2.58
gir_17004747-4438120_H665.0.fit,6107.0,4.32,-0.05,2.9
gir_17004844-4438448_H665.0.fit,6570.0,4.19,0.23,2.38
gir_17005046-4436578_H665.0.fit,5881.0,4.33,0.15,3.12
gir_17005055-4442115_H665.0.fit,5693.0,4.17,-0.3,1.71
gir_17005232-4437260_H665.0.fit,5308.0,4.48,-0.07,1.42
gir_17005405-4434348_H665.0.fit,5493.0,4.5,-0.32,1.09
gir_17005413-4441283_H665.0.fit,5392.0,4.48,0.27,1.23
gir_17005877-4440503_H665.0.fit,6213.0,4.38,0.41,2.82
gir_17005888-4439142_H665.0.fit,6367.0,4.27,0.19,2.47
gir_17005928-4437211_H665.0.fit,5949.0,4.44,0.27,2.09
gir_17005963-4436507_H665.0.fit,6219.0,4.25,0.07,2.77
gir_17010072-4435053_H665.0.fit,6528.0,4.07,0.14,3.0
gir_17010409-4439595_H665.0.fit,6227.0,4.31,0.35,2.38
gir_17010619-4433345_H665.0.fit,6312.0,4.12,0.37,2.21
gir_17010800-4446334_H665.0.fit,6197.0,4.26,0.15,2.74
gir_17011476-4436329_H665.0.fit,6501.0,4.23,0.28,2.3
gir_17011479-4438056_H665.0.fit,5659.0,4.39,-0.5,1.83
gir_17011644-4439116_H665.0.fit,5293.0,3.73,-0.08,1.24
gir_17011941-4441522_H665.0.fit,5551.0,4.32,0.0,1.31
gir_17012105-4436001_H665.0.fit,5518.0,4.44,0.38,1.34
gir_17032982-3802328_H665.0.fit,6014.0,4.28,0.01,2.71
gir_17033010-3800521_H665.0.fit,5653.0,4.18,0.34,2.74
gir_17033965-3759013_H665.0.fit,5517.0,4.24,0.22,2.09
gir_17033967-3757373_H665.0.fit,5103.0,3.97,-0.16,1.21
gir_17034158-3754484_H665.0.fit,6013.0,4.39,-0.04,2.58
gir_17034466-3803299_H665.0.fit,6284.0,4.13,-0.25,2.06
gir_17034503-3757179_H665.0.fit,5292.0,4.37,0.12,0.94
gir_17034519-3801561_H665.0.fit,5667.0,4.15,-0.41,2.16
gir_17034601-3756219_H665.0.fit,6383.0,4.06,-0.06,3.0
gir_17034697-3759229_H665.0.fit,6104.0,4.31,-0.14,2.56
gir_17034794-3757036_H665.0.fit,6006.0,4.22,0.01,2.57
gir_17034933-3755331_H665.0.fit,6013.0,4.32,0.23,2.72
gir_17035191-3800539_H665.0.fit,6320.0,3.97,-0.23,3.04
gir_17035353-3809436_H665.0.fit,6164.0,4.09,-0.29,2.88
gir_17035361-3755364_H665.0.fit,5498.0,4.73,0.27,1.36
gir_17035389-3808349_H665.0.fit,5733.0,4.21,0.05,2.41
gir_17035396-3803017_H665.0.fit,6569.0,4.17,-0.02,2.03
gir_17035473-3755084_H665.0.fit,5941.0,4.48,0.3,2.22
gir_17035655-3805318_H665.0.fit,5837.0,4.38,-0.01,1.99
gir_17035758-3806108_H665.0.fit,6111.0,4.42,0.28,1.9
gir_17035985-3802323_H665.0.fit,5948.0,4.42,0.36,1.88
gir_17040130-3803112_H665.0.fit,5029.0,4.59,0.3,2.07
gir_17040146-3811264_H665.0.fit,6067.0,4.36,0.37,2.64
gir_17040154-3805162_H665.0.fit,5178.0,4.73,0.34,1.09
gir_17040303-3801382_H665.0.fit,5844.0,4.5,0.31,1.81
gir_17040530-3803464_H665.0.fit,5723.0,4.09,-0.32,2.3
gir_17040836-3802412_H665.0.fit,6231.0,4.39,0.25,3.01
gir_17041019-3754445_H665.0.fit,5956.0,4.26,0.07,2.12
gir_17041036-3754145_H665.0.fit,5194.0,3.45,0.3,1.23
gir_17041059-3752224_H665.0.fit,5902.0,4.33,0.29,2.26
gir_17041235-3805412_H665.0.fit,4754.0,4.85,0.21,0.25
gir_17041346-3807028_H665.0.fit,5832.0,4.5,0.3,1.71
gir_17041412-3810198_H665.0.fit,6104.0,4.46,0.26,2.39
gir_17041545-3755307_H665.0.fit,6092.0,4.28,0.24,1.48
gir_17041565-3753442_H665.0.fit,5884.0,4.38,0.33,2.43
gir_17041683-3756050_H665.0.fit,4899.0,4.83,0.27,1.23
gir_17041887-3751547_H665.0.fit,5968.0,3.98,-0.18,1.51
gir_17041914-3802102_H665.0.fit,4372.0,4.86,0.07,0.04
gir_17041993-3754146_H665.0.fit,5730.0,4.04,0.32,2.29
gir_17042141-3813137_H665.0.fit,5804.0,4.21,0.1,2.56
gir_17042161-3802252_H665.0.fit,5937.0,4.4,0.23,2.45
gir_17042323-3752368_H665.0.fit,5169.0,4.69,0.23,2.44
gir_17042484-3805187_H665.0.fit,5768.0,4.28,0.46,2.2
gir_17042493-3810098_H665.0.fit,5866.0,4.54,0.29,1.91
gir_17042551-3804005_H665.0.fit,6050.0,4.26,-0.19,2.62
gir_17042566-3801598_H665.0.fit,5632.0,4.35,-0.23,1.58
gir_17042581-3812079_H665.0.fit,6460.0,4.22,-0.02,1.97
gir_17042675-3803542_H665.0.fit,5952.0,4.32,0.39,2.02
gir_17042797-3753089_H665.0.fit,4537.0,4.48,0.11,1.0
gir_17042834-3811505_H665.0.fit,5532.0,4.34,0.26,1.37
gir_17042954-3759238_H665.0.fit,5801.0,4.01,0.15,1.79
gir_17042966-3806178_H665.0.fit,6065.0,4.34,0.41,2.93
gir_17043229-3811535_H665.0.fit,5982.0,4.44,0.22,2.46
gir_17043390-3755079_H665.0.fit,5742.0,4.31,-0.31,2.12
gir_17043724-3809222_H665.0.fit,6331.0,4.24,-0.02,3.1
gir_17043904-3759075_H665.0.fit,5105.0,4.55,0.05,1.49
gir_17043931-3752327_H665.0.fit,6126.0,4.14,0.17,2.88
gir_17043941-3811411_H665.0.fit,6017.0,4.26,0.11,2.59
gir_17044013-3800545_H665.0.fit,5446.0,4.46,0.06,3.14
gir_17044116-3801089_H665.0.fit,5845.0,4.44,0.22,2.02
gir_17044126-3756166_H665.0.fit,5972.0,4.36,0.06,2.13
gir_17044129-3813271_H665.0.fit,5893.0,4.48,0.32,1.69
gir_17044160-3811534_H665.0.fit,5085.0,4.59,0.22,1.98
gir_17044232-3800129_H665.0.fit,6131.0,4.06,-0.39,2.79
gir_17044252-3759022_H665.0.fit,5708.0,4.2,-0.12,1.3
gir_17044292-3755426_H665.0.fit,4751.0,4.67,0.21,0.37
gir_17044357-3759424_H665.0.fit,5195.0,4.58,0.03,1.77
gir_17044626-3755529_H665.0.fit,5723.0,4.32,-0.32,2.01
gir_17044882-3800303_H665.0.fit,4808.0,4.64,0.25,1.26
gir_17044978-3800233_H665.0.fit,6196.0,4.27,0.02,1.61
gir_17044990-3808348_H665.0.fit,5757.0,3.95,-0.19,1.56
gir_17044993-3809513_H665.0.fit,5732.0,4.1,0.35,1.55
gir_17045013-3809267_H665.0.fit,6680.0,4.03,0.19,3.28
gir_17045203-3753452_H665.0.fit,5596.0,3.92,-0.55,1.79
gir_17045220-3805283_H665.0.fit,5297.0,4.25,-0.47,1.23
gir_17045348-3809293_H665.0.fit,6846.0,4.13,0.08,3.03
gir_17045352-3755126_H665.0.fit,5955.0,4.39,0.23,2.33
gir_17045363-3806415_H665.0.fit,5917.0,4.31,-0.26,2.11
gir_17045487-3812101_H665.0.fit,5717.0,4.38,0.18,1.61
gir_17045848-3757415_H665.0.fit,5632.0,3.9,-0.7,2.24
gir_17050208-3805558_H665.0.fit,4702.0,4.6,0.3,0.81
gir_17050231-3807120_H665.0.fit,6125.0,4.02,-0.09,2.69
gir_17050484-3803069_H665.0.fit,5489.0,4.28,-0.55,1.64
gir_17050609-3759510_H665.0.fit,5879.0,4.29,0.29,2.44
gir_17050819-3804482_H665.0.fit,5781.0,4.22,-0.01,2.47
gir_17050873-3754480_H665.0.fit,5893.0,4.43,0.36,2.3
gir_17050918-3758167_H665.0.fit,5752.0,4.6,0.25,1.94
gir_17051132-3807559_H665.0.fit,5840.0,4.1,-0.29,2.71
gir_17051222-3755101_H665.0.fit,6027.0,4.25,0.19,2.64
gir_17051509-3801118_H665.0.fit,5398.0,4.31,-0.04,2.11
gir_17051587-3757549_H665.0.fit,6505.0,3.93,0.1,2.1
gir_17051844-3804260_H665.0.fit,5857.0,4.51,0.29,2.72
gir_17052022-3805156_H665.0.fit,5924.0,4.31,0.32,1.7
gir_17052090-3805577_H665.0.fit,4984.0,4.85,-0.58,1.09
gir_17052399-3804404_H665.0.fit,6287.0,4.47,0.03,3.16
gir_17052552-3802178_H665.0.fit,5754.0,4.15,-0.15,1.25
gir_17391693-3219577_H665.0.fit,6110.0,4.39,0.13,2.89
gir_17392038-3221178_H665.0.fit,5226.0,4.48,0.08,2.92
gir_17392813-3215000_H665.0.fit,5915.0,4.27,-0.09,2.9
gir_17392981-3210534_H665.0.fit,5198.0,3.78,-0.44,1.16
gir_17393006-3212190_H665.0.fit,5470.0,4.73,0.38,1.45
gir_17393014-3212026_H665.0.fit,5893.0,4.48,0.1,2.16
gir_17393043-3218510_H665.0.fit,5076.0,4.45,-0.07,3.06
gir_17393046-3219055_H665.0.fit,5648.0,4.42,0.04,3.28
gir_17393179-3210237_H665.0.fit,5213.0,4.27,-0.05,3.09
gir_17393526-3217467_H665.0.fit,6160.0,4.14,-0.06,1.91
gir_17393648-3205200_H665.0.fit,6133.0,4.22,0.34,1.82
gir_17393680-3208463_H665.0.fit,6038.0,4.25,-0.02,2.08
gir_17393793-3219269_H665.0.fit,5658.0,4.31,0.43,1.51
gir_17394116-3209188_H665.0.fit,4477.0,2.29,0.19,0.38
gir_17394273-3216135_H665.0.fit,5008.0,4.68,-0.11,0.59
gir_17394285-3215266_H665.0.fit,5045.0,4.64,0.08,0.88
gir_17394360-3205264_H665.0.fit,4312.0,1.86,-0.31,0.61
gir_17394405-3204312_H665.0.fit,5789.0,3.71,-0.27,1.58
gir_17394411-3211403_H665.0.fit,5701.0,4.47,-0.17,1.98
gir_17394599-3208088_H665.0.fit,5617.0,4.54,0.0,1.43
gir_17394634-3215185_H665.0.fit,5653.0,4.29,-0.26,2.06
gir_17394668-3210467_H665.0.fit,5759.0,4.34,-0.23,1.89
gir_17394775-3219567_H665.0.fit,6282.0,4.09,-0.15,2.74
gir_17395054-3215323_H665.0.fit,5192.0,4.6,-0.08,0.67
gir_17395113-3225171_H665.0.fit,6532.0,4.16,0.13,2.35
gir_17395412-3205134_H665.0.fit,5321.0,4.63,-0.05,1.01
gir_17395546-3214374_H665.0.fit,6390.0,4.06,-0.14,2.46
gir_17395766-3212094_H665.0.fit,6519.0,4.1,0.16,3.22
gir_17395819-3204126_H665.0.fit,6352.0,3.92,-0.09,2.52
gir_17400090-3206590_H665.0.fit,5983.0,4.2,-0.1,2.73
gir_17400157-3211374_H665.0.fit,4915.0,3.1,0.27,0.56
gir_17400162-3214157_H665.0.fit,4544.0,4.4,-0.05,2.62
gir_17400163-3217469_H665.0.fit,5368.0,4.54,0.06,2.72
gir_17400198-3213182_H665.0.fit,4688.0,4.65,0.02,0.09
gir_17400354-3223264_H665.0.fit,5518.0,4.67,-0.35,2.93
gir_17400370-3216356_H665.0.fit,5866.0,4.37,0.01,3.22
gir_17400426-3206380_H665.0.fit,5193.0,4.17,0.05,1.91
gir_17400511-3223367_H665.0.fit,6073.0,4.23,-0.14,3.2
gir_17400555-3207590_H665.0.fit,4799.0,4.58,0.23,0.52
gir_17400695-3218516_H665.0.fit,5087.0,4.44,0.0,2.69
gir_17400883-3204588_H665.0.fit,5936.0,4.41,0.31,2.66
gir_17400919-3221481_H665.0.fit,5790.0,4.39,0.03,2.34
gir_17400998-3219357_H665.0.fit,5767.0,4.5,-0.63,1.81
gir_17401037-3216295_H665.0.fit,4485.0,2.32,0.06,0.17
gir_17401108-3208116_H665.0.fit,5806.0,4.14,-0.03,2.6
gir_17401175-3214076_H665.0.fit,5853.0,4.14,-0.45,1.81
gir_17401224-3216064_H665.0.fit,5710.0,4.32,-0.1,3.29
gir_17401292-3206006_H665.0.fit,6505.0,4.13,0.23,2.18
gir_17401545-3217529_H665.0.fit,6088.0,4.23,0.04,2.77
gir_17401602-3226001_H665.0.fit,5562.0,4.04,0.19,2.02
gir_17401612-3210486_H665.0.fit,6763.0,4.22,0.05,2.62
gir_17401693-3214457_H665.0.fit,6282.0,4.07,0.18,2.58
gir_17401815-3216285_H665.0.fit,5725.0,4.23,0.01,3.1
